epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.13798637688159943,0.3241664171218872,0.6634989976882935,0.027256052941083908,0.17166273295879364,0.088133804500103
1,0.02809971570968628,0.17555323243141174,0.05740036815404892,0.02515585534274578,0.1699218451976776,0.05062083899974823
2,0.025909703224897385,0.16951467096805573,0.052350983023643494,0.023210592567920685,0.14993266761302948,0.04659263417124748
3,0.024833107367157936,0.16430306434631348,0.051017094403505325,0.0379909947514534,0.19861066341400146,0.07696457952260971
4,0.022809408605098724,0.15693403780460358,0.045980922877788544,0.028210049495100975,0.1811366230249405,0.11587110906839371
5,0.020416216924786568,0.14862307906150818,0.04105814918875694,0.026411859318614006,0.16387104988098145,0.05349819362163544
6,0.01914527453482151,0.14336766302585602,0.03852025792002678,0.02332417108118534,0.15515916049480438,0.046991586685180664
7,0.018348312005400658,0.14058218896389008,0.03690227121114731,0.021979721263051033,0.1612488031387329,0.0441252738237381
8,0.01748802326619625,0.1374095231294632,0.0351720005273819,0.014259987510740757,0.11771291494369507,0.02875233255326748
9,0.01691179722547531,0.13518761098384857,0.034013744443655014,0.016729364171624184,0.1331952065229416,0.033701058477163315
10,0.016464024782180786,0.13344033062458038,0.03310827165842056,0.022767817601561546,0.15998531877994537,0.04587199538946152
11,0.01588112860918045,0.13113518059253693,0.03197469934821129,0.014287552796304226,0.11526858061552048,0.029192723333835602
12,0.015469045378267765,0.12976080179214478,0.031113406643271446,0.014844992198050022,0.11729088425636292,0.030244341120123863
13,0.014878565445542336,0.12736837565898895,0.02992820553481579,0.014794329181313515,0.12013893574476242,0.030175115913152695
14,0.014615283347666264,0.12649443745613098,0.02939951978623867,0.014647036790847778,0.11922604590654373,0.029845520853996277
15,0.014007190242409706,0.1240047961473465,0.028178641572594643,0.017744021490216255,0.13669785857200623,0.036075107753276825
16,0.013639192096889019,0.12237236648797989,0.027441782876849174,0.023483235388994217,0.15895605087280273,0.047212153673172
17,0.0133166229352355,0.12151540815830231,0.026802441105246544,0.014841889031231403,0.11874566227197647,0.030236003920435905
18,0.01358204148709774,0.1227262020111084,0.027361879125237465,0.0167491864413023,0.1356288343667984,0.03406597673892975
19,0.010847198776900768,0.10919614881277084,0.021847762167453766,0.014453924261033535,0.11535804718732834,0.029473787173628807
20,0.010454066097736359,0.10756515711545944,0.021066801622509956,0.02168697863817215,0.15124890208244324,0.043991588056087494
21,0.010083166882395744,0.10590311139822006,0.020325493067502975,0.016232650727033615,0.12314242124557495,0.03307301551103592
22,0.009695502929389477,0.10391717404127121,0.019548429176211357,0.015457148663699627,0.12000466138124466,0.031478360295295715
23,0.009344931691884995,0.10223812609910965,0.018843702971935272,0.018376704305410385,0.13587604463100433,0.037373438477516174
24,0.009015455842018127,0.10054951161146164,0.0181864146143198,0.01692446880042553,0.12901708483695984,0.03445659577846527
