epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.09101725369691849,0.19765342772006989,0.09101725369691849,0.038405001163482666,0.15353840589523315,0.038405001163482666
1,0.037165381014347076,0.1461537778377533,0.037165381014347076,0.026260392740368843,0.12062417715787888,0.026260392740368843
2,0.03223887085914612,0.13519063591957092,0.03223887085914612,0.024111133068799973,0.11465813219547272,0.024111133068799973
3,0.03041159175336361,0.13076193630695343,0.03041159175336361,0.027733249589800835,0.12847167253494263,0.027733249589800835
4,0.02938837930560112,0.12833526730537415,0.02938837930560112,0.02863452211022377,0.1291322112083435,0.02863452211022377
5,0.028540844097733498,0.12639042735099792,0.028540844097733498,0.023011082783341408,0.11108110100030899,0.023011082783341408
6,0.02771637588739395,0.1242101863026619,0.02771637588739395,0.024127647280693054,0.114992156624794,0.024127647280693054
7,0.027176396921277046,0.12288929522037506,0.027176396921277046,0.027455497533082962,0.12269799411296844,0.027455497533082962
8,0.026646384969353676,0.12162002921104431,0.026646384969353676,0.023504966869950294,0.11625752598047256,0.023504966869950294
9,0.026258278638124466,0.12051553279161453,0.026258278638124466,0.02366504818201065,0.11242511868476868,0.02366504818201065
10,0.025852639228105545,0.11944128572940826,0.025852639228105545,0.023917896673083305,0.1135312020778656,0.023917896673083305
11,0.025542235001921654,0.11871068179607391,0.025542235001921654,0.02466164343059063,0.11747334152460098,0.02466164343059063
12,0.02527511864900589,0.11805283278226852,0.02527511864900589,0.025659391656517982,0.11742010712623596,0.025659391656517982
13,0.025151977315545082,0.11788347363471985,0.025151977315545082,0.024677345529198647,0.11354529112577438,0.024677345529198647
14,0.024863479658961296,0.11713805794715881,0.024863479658961296,0.023978542536497116,0.11105193197727203,0.023978542536497116
15,0.0246918685734272,0.1167212575674057,0.0246918685734272,0.02367657795548439,0.11113661527633667,0.02367657795548439
