mean,mean,True,plane,,40,0.021713437512516975,0.021579718217253685
mean,mean,True,plane,,36,0.022340843454003334,0.021914441138505936
mean,mean,False,plane,,41,0.02292444370687008,0.022404838353395462
mean,mean,False,plane,,32,0.024120910093188286,0.022826191037893295
mean,sum,True,plane,,20,nan,nan
mean,sum,True,plane,,20,nan,nan
mean,sum,False,plane,,20,nan,nan
mean,sum,False,plane,,20,nan,nan
mean,product,True,plane,,56,0.0207314882427454,0.020204253494739532
mean,product,True,plane,,50,0.01974296383559704,0.02033325657248497
mean,product,False,plane,,41,0.022689728066325188,0.02262052521109581
mean,product,False,plane,,44,0.022670181468129158,0.02310250885784626
mean,min,True,plane,,28,0.023033225908875465,0.022522352635860443
mean,min,True,plane,,50,0.02124602720141411,0.022374695166945457
mean,min,False,plane,,45,0.022806333377957344,0.022762516513466835
mean,min,False,plane,,30,0.023646563291549683,0.0225769504904747
mean,max,True,plane,,30,0.022679992020130157,0.02223089709877968
mean,max,True,plane,,42,0.02153782919049263,0.022288430482149124
mean,max,False,plane,,42,0.022963140159845352,0.023106560111045837
mean,max,False,plane,,42,0.023524606600403786,0.022704312577843666
mean,,True,plane,,39,0.023279694840312004,0.02246810682117939
mean,,True,plane,,33,0.024395296350121498,0.022517703473567963
mean,,False,plane,,33,0.023496925830841064,0.02235894836485386
mean,,False,plane,,33,0.02420654147863388,0.02326495572924614
mean,False,True,plane,,54,0.02270219847559929,0.022743191570043564
mean,False,True,plane,,41,0.022827597334980965,0.022988714277744293
mean,False,False,plane,,41,0.023014161735773087,0.023208556696772575
mean,False,False,plane,,34,0.023773478344082832,0.023000694811344147
sum,mean,True,plane,,36,0.02118339017033577,0.020491836592555046
sum,mean,True,plane,,52,0.019790703430771828,0.020425772294402122
sum,mean,False,plane,,59,0.02133575640618801,0.02121046744287014
sum,mean,False,plane,,51,0.02188829332590103,0.020572619512677193
sum,sum,True,plane,,20,nan,nan
sum,sum,True,plane,,20,nan,nan
sum,sum,False,plane,,20,nan,nan
sum,sum,False,plane,,20,nan,nan
sum,product,True,plane,,29,0.021452443674206734,0.019776487722992897
sum,product,True,plane,,32,0.02160741202533245,0.01960465870797634
sum,product,False,plane,,31,0.022375032305717468,0.020721372216939926
sum,product,False,plane,,26,0.02274065650999546,0.020647244527935982
sum,min,True,plane,,30,0.02152855321764946,0.020437421277165413
sum,min,True,plane,,31,0.021506769582629204,0.020479386672377586
sum,min,False,plane,,36,0.022352980449795723,0.020734846591949463
sum,min,False,plane,,35,0.022415287792682648,0.020614424720406532
sum,max,True,plane,,36,0.021117599681019783,0.019962260499596596
sum,max,True,plane,,41,0.020909210667014122,0.02024778164923191
sum,max,False,plane,,32,0.022838875651359558,0.020620008930563927
sum,max,False,plane,,38,0.022002695128321648,0.02147677354514599
sum,,True,plane,,47,0.02245190180838108,0.019934173673391342
sum,,True,plane,,68,0.02185973711311817,0.02056512050330639
sum,,False,plane,,34,0.022488344460725784,0.020995333790779114
sum,,False,plane,,36,0.02225191332399845,0.020474402233958244
sum,False,True,plane,,31,0.022359170019626617,0.020720716565847397
sum,False,True,plane,,51,0.022024495527148247,0.021206246688961983
sum,False,False,plane,,29,0.022762877866625786,0.02117091231048107
sum,False,False,plane,,32,0.022230591624975204,0.021229496225714684
product,mean,True,plane,,41,0.020566605031490326,0.019414043053984642
product,mean,True,plane,,58,0.019362561404705048,0.019451329484581947
product,mean,False,plane,,45,0.021543480455875397,0.020054148510098457
product,mean,False,plane,,34,0.022241203114390373,0.020487545058131218
product,sum,True,plane,,20,nan,nan
product,sum,True,plane,,20,nan,nan
product,sum,False,plane,,20,nan,nan
product,sum,False,plane,,20,nan,nan
product,product,True,plane,,52,0.020306218415498734,0.018599919974803925
product,product,True,plane,,40,0.020746784284710884,0.019396869465708733
product,product,False,plane,,41,0.02161066234111786,0.019877592101693153
product,product,False,plane,,37,0.021918004378676414,0.019519150257110596
product,min,True,plane,,26,0.02127733826637268,0.019177386537194252
product,min,True,plane,,49,0.020384380593895912,0.019178027287125587
product,min,False,plane,,39,0.021716777235269547,0.02107023447751999
product,min,False,plane,,38,0.02160661295056343,0.01977979578077793
product,max,True,plane,,39,0.02090558409690857,0.01941407099366188
product,max,True,plane,,38,0.02087629958987236,0.019613297656178474
product,max,False,plane,,32,0.02236372046172619,0.020421741530299187
product,max,False,plane,,38,0.02178112417459488,0.020302971825003624
product,,True,plane,,55,0.021401016041636467,0.0197881031781435
product,,True,plane,,34,0.022213753312826157,0.019444260746240616
