epoch,accuracy,loss,val_accuracy,val_loss
0,0.7683765292167664,0.5978720784187317,0.4179723262786865,0.6996283531188965
1,0.7172229290008545,0.5652742385864258,0.576969563961029,0.9503979682922363
2,0.7056341767311096,0.5523494482040405,0.36847689747810364,0.6617551445960999
3,0.7021921277046204,0.5459298491477966,0.32702508568763733,0.5814869403839111
4,0.6991006135940552,0.5401756763458252,0.4770904779434204,0.8303983807563782
5,0.6945831179618835,0.5363812446594238,0.5164327025413513,0.8099802136421204
6,0.6970868110656738,0.5327770709991455,0.4745614230632782,0.7440296411514282
7,0.6973937749862671,0.5301798582077026,0.5269806981086731,0.8448798060417175
8,0.6940127015113831,0.5274832844734192,0.3802092373371124,0.655963659286499
