epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.07306960970163345,0.1784307211637497,0.07306960970163345,0.02620697394013405,0.12182509154081345,0.02620697394013405
1,0.03152113035321236,0.13413402438163757,0.03152113035321236,0.027359791100025177,0.12832745909690857,0.027359791100025177
2,0.028011448681354523,0.1251840740442276,0.028011448681354523,0.02393876016139984,0.11648378521203995,0.02393876016139984
3,0.02616492658853531,0.12030431628227234,0.02616492658853531,0.023148028180003166,0.10981070250272751,0.023148028180003166
4,0.02512255683541298,0.11764726042747498,0.02512255683541298,0.024524293839931488,0.11775694787502289,0.024524293839931488
5,0.02442268654704094,0.11564701050519943,0.02442268654704094,0.02143019065260887,0.10779429227113724,0.02143019065260887
6,0.024019736796617508,0.11456158757209778,0.024019736796617508,0.023330695927143097,0.11205032467842102,0.023330695927143097
7,0.023662986233830452,0.11346876621246338,0.023662986233830452,0.02198675461113453,0.1087976023554802,0.02198675461113453
8,0.023368965834379196,0.11285832524299622,0.023368965834379196,0.023622989654541016,0.10982628166675568,0.023622989654541016
9,0.023165863007307053,0.11238158494234085,0.023165863007307053,0.020517800003290176,0.10520065575838089,0.020517800003290176
10,0.023024223744869232,0.11203918606042862,0.023024223744869232,0.02024177275598049,0.10357623547315598,0.02024177275598049
11,0.022836077958345413,0.1116330474615097,0.022836077958345413,0.020791223272681236,0.10332487523555756,0.020791223272681236
12,0.022687513381242752,0.11122488975524902,0.022687513381242752,0.021125780418515205,0.1048106774687767,0.021125780418515205
13,0.022462263703346252,0.11073344945907593,0.022462263703346252,0.020322103053331375,0.10435470938682556,0.020322103053331375
14,0.022377053275704384,0.11048414558172226,0.022377053275704384,0.022085564211010933,0.10926211625337601,0.022085564211010933
15,0.02222357504069805,0.1102084070444107,0.02222357504069805,0.022400934249162674,0.10817582160234451,0.022400934249162674
16,0.02212425321340561,0.10992348194122314,0.02212425321340561,0.02105969563126564,0.10546033829450607,0.02105969563126564
17,0.02200096659362316,0.10959845781326294,0.02200096659362316,0.019894298166036606,0.1026035025715828,0.019894298166036606
18,0.021841393783688545,0.10923877358436584,0.021841393783688545,0.020823020488023758,0.10421959310770035,0.020823020488023758
19,0.021746207028627396,0.10897497832775116,0.021746207028627396,0.020952757447957993,0.10467555373907089,0.020952757447957993
20,0.021649569272994995,0.10879776626825333,0.021649569272994995,0.020489133894443512,0.1036146953701973,0.020489133894443512
21,0.021524783223867416,0.10850585997104645,0.021524783223867416,0.020978372544050217,0.10434520244598389,0.020978372544050217
22,0.0213894285261631,0.1081843376159668,0.0213894285261631,0.022889822721481323,0.10907742381095886,0.022889822721481323
23,0.021296678110957146,0.10806743055582047,0.021296678110957146,0.024919962510466576,0.11084183305501938,0.024919962510466576
24,0.021270785480737686,0.10800182819366455,0.021270785480737686,0.021693658083677292,0.10562663525342941,0.021693658083677292
25,0.02112680859863758,0.10772214084863663,0.02112680859863758,0.021520696580410004,0.10805109888315201,0.021520696580410004
26,0.02102271281182766,0.10744825750589371,0.02102271281182766,0.020697103813290596,0.10324928909540176,0.020697103813290596
27,0.02096322923898697,0.10722063481807709,0.02096322923898697,0.021256301552057266,0.10325296223163605,0.021256301552057266
28,0.020819757133722305,0.10699312388896942,0.020819757133722305,0.021271798759698868,0.10444929450750351,0.021271798759698868
29,0.020830277353525162,0.10706263780593872,0.020830277353525162,0.023293310776352882,0.10962922871112823,0.023293310776352882
30,0.020716462284326553,0.10669796168804169,0.020716462284326553,0.02097589336335659,0.10401449352502823,0.02097589336335659
31,0.02062002196907997,0.10658765584230423,0.02062002196907997,0.020527072250843048,0.1017846018075943,0.020527072250843048
32,0.020537594333291054,0.10630206018686295,0.020537594333291054,0.022449081763625145,0.10877452045679092,0.022449081763625145
33,0.02047589048743248,0.10624166578054428,0.02047589048743248,0.021268215030431747,0.10309631377458572,0.021268215030431747
34,0.020403729751706123,0.10598545521497726,0.020403729751706123,0.02529628574848175,0.1129555031657219,0.02529628574848175
35,0.020297814160585403,0.10585593432188034,0.020297814160585403,0.02118639647960663,0.10434295237064362,0.02118639647960663
36,0.02024884521961212,0.10564723610877991,0.02024884521961212,0.021403640508651733,0.1032668724656105,0.021403640508651733
37,0.020111560821533203,0.10527800768613815,0.020111560821533203,0.02020278573036194,0.10131825506687164,0.02020278573036194
