epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,360.0121765136719,0.7324234247207642,360.0121765136719,0.0492183156311512,0.1720583289861679,0.0492183156311512
1,0.053080081939697266,0.1784542202949524,0.053080081939697266,0.0359787754714489,0.14696156978607178,0.0359787754714489
2,0.03735803812742233,0.14806534349918365,0.03735803812742233,0.033584609627723694,0.13748964667320251,0.033584609627723694
3,0.033165957778692245,0.13851025700569153,0.033165957778692245,0.027757063508033752,0.12614436447620392,0.027757063508033752
4,0.03090115450322628,0.13290643692016602,0.03090115450322628,0.03563709929585457,0.14395956695079803,0.03563709929585457
5,0.02834591642022133,0.12573353946208954,0.02834591642022133,0.02372298762202263,0.11256959289312363,0.02372298762202263
6,0.026382403448224068,0.12043340504169464,0.026382403448224068,0.02305595576763153,0.11490070074796677,0.02305595576763153
7,0.025208981707692146,0.11724727600812912,0.025208981707692146,0.021599432453513145,0.10671248286962509,0.021599432453513145
8,0.024590302258729935,0.1154646947979927,0.024590302258729935,0.02383631281554699,0.10858974605798721,0.02383631281554699
9,0.02421257272362709,0.11456731706857681,0.02421257272362709,0.022116445004940033,0.10803310573101044,0.022116445004940033
10,0.023925455287098885,0.11379413306713104,0.023925455287098885,0.02353937178850174,0.11186011880636215,0.02353937178850174
11,0.023635832592844963,0.11306977272033691,0.023635832592844963,0.023312285542488098,0.11115169525146484,0.023312285542488098
12,0.0234209131449461,0.11259414255619049,0.0234209131449461,0.02120083197951317,0.10707595199346542,0.02120083197951317
13,0.023274462670087814,0.11212552338838577,0.023274462670087814,0.022357650101184845,0.11033986508846283,0.022357650101184845
14,0.023097507655620575,0.1118069440126419,0.023097507655620575,0.0249110609292984,0.11969880759716034,0.0249110609292984
15,0.023038731887936592,0.11167261004447937,0.023038731887936592,0.021053241565823555,0.1047728955745697,0.021053241565823555
16,0.022836949676275253,0.11114328354597092,0.022836949676275253,0.02238120697438717,0.10990071296691895,0.02238120697438717
17,0.02276710793375969,0.11105336248874664,0.02276710793375969,0.02171461470425129,0.10745157301425934,0.02171461470425129
18,0.02268674410879612,0.11076226085424423,0.02268674410879612,0.02162904292345047,0.10522492974996567,0.02162904292345047
19,0.022543717175722122,0.11053553968667984,0.022543717175722122,0.020514855161309242,0.10251859575510025,0.020514855161309242
20,0.022421708330512047,0.1102556362748146,0.022421708330512047,0.02188577502965927,0.10792810469865799,0.02188577502965927
21,0.022364435717463493,0.1101178526878357,0.022364435717463493,0.02366967871785164,0.11057958006858826,0.02366967871785164
22,0.02225567027926445,0.10980196297168732,0.02225567027926445,0.0214463509619236,0.10586191713809967,0.0214463509619236
23,0.02215438336133957,0.10961756855249405,0.02215438336133957,0.020157750695943832,0.10197728127241135,0.020157750695943832
24,0.022106723859906197,0.10957305133342743,0.022106723859906197,0.02509073168039322,0.1166248619556427,0.02509073168039322
25,0.022060830146074295,0.10946992039680481,0.022060830146074295,0.023145703598856926,0.10832170397043228,0.023145703598856926
26,0.021968545392155647,0.10914722084999084,0.021968545392155647,0.021226145327091217,0.10454077273607254,0.021226145327091217
27,0.021913735195994377,0.10912071168422699,0.021913735195994377,0.02203262969851494,0.10854144394397736,0.02203262969851494
28,0.021800443530082703,0.10884232074022293,0.021800443530082703,0.021258490160107613,0.10329492390155792,0.021258490160107613
29,0.021808192133903503,0.10890355706214905,0.021808192133903503,0.022442365065217018,0.106369748711586,0.022442365065217018
30,0.02166931703686714,0.10852858424186707,0.02166931703686714,0.02099180407822132,0.10345150530338287,0.02099180407822132
31,0.021619606763124466,0.10843458771705627,0.021619606763124466,0.023309336975216866,0.10808110982179642,0.023309336975216866
32,0.0215612780302763,0.10829494893550873,0.0215612780302763,0.023532560095191002,0.10975469648838043,0.023532560095191002
33,0.021492809057235718,0.10822680592536926,0.021492809057235718,0.021781964227557182,0.10560891032218933,0.021781964227557182
34,0.021470945328474045,0.10815215110778809,0.021470945328474045,0.021820541471242905,0.10687410086393356,0.021820541471242905
35,0.02143983729183674,0.10811779648065567,0.02143983729183674,0.023455079644918442,0.11278672516345978,0.023455079644918442
36,0.021355504170060158,0.10789050161838531,0.021355504170060158,0.022694464772939682,0.10768574476242065,0.022694464772939682
37,0.02135290391743183,0.10792703181505203,0.02135290391743183,0.021864719688892365,0.1062702089548111,0.021864719688892365
38,0.021283535286784172,0.10775968432426453,0.021283535286784172,0.02152993343770504,0.10392540693283081,0.02152993343770504
39,0.021222984418272972,0.10757617652416229,0.021222984418272972,0.02661409229040146,0.11754160374403,0.02661409229040146
40,0.021167729049921036,0.10738718509674072,0.021167729049921036,0.022954674437642097,0.11051071435213089,0.022954674437642097
41,0.0211547389626503,0.10739778727293015,0.0211547389626503,0.02119632437825203,0.10492187738418579,0.02119632437825203
42,0.021074552088975906,0.10723453760147095,0.021074552088975906,0.02131860889494419,0.10538387298583984,0.02131860889494419
43,0.021067488938570023,0.10721921175718307,0.021067488938570023,0.02353135123848915,0.11093778908252716,0.02353135123848915
