epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.08225991576910019,0.19325987994670868,0.08225991576910019,0.03343683108687401,0.13975808024406433,0.03343683108687401
1,0.036442577838897705,0.14435136318206787,0.036442577838897705,0.029208267107605934,0.12989594042301178,0.029208267107605934
2,0.03215326368808746,0.1340639293193817,0.03215326368808746,0.03317579627037048,0.13247404992580414,0.03317579627037048
3,0.02955673076212406,0.12748843431472778,0.02955673076212406,0.025494400411844254,0.11828736215829849,0.025494400411844254
4,0.027956636622548103,0.12337768077850342,0.027956636622548103,0.026344122365117073,0.1181701198220253,0.026344122365117073
5,0.026979010552167892,0.12066520750522614,0.026979010552167892,0.02639971859753132,0.1162242740392685,0.02639971859753132
6,0.02645576000213623,0.11939820647239685,0.02645576000213623,0.02767292968928814,0.12333805859088898,0.02767292968928814
7,0.025996891781687737,0.11811710894107819,0.025996891781687737,0.023792361840605736,0.11145377904176712,0.023792361840605736
8,0.02565513178706169,0.11728741228580475,0.02565513178706169,0.02457096427679062,0.11194580048322678,0.02457096427679062
9,0.025416703894734383,0.11653195321559906,0.025416703894734383,0.025589745491743088,0.11222326010465622,0.025589745491743088
10,0.02513333223760128,0.1158638671040535,0.02513333223760128,0.024165119975805283,0.1129823699593544,0.024165119975805283
11,0.024933848530054092,0.11540596187114716,0.024933848530054092,0.02508644387125969,0.11276248842477798,0.02508644387125969
12,0.024708915501832962,0.11486537009477615,0.024708915501832962,0.02670842409133911,0.11721175163984299,0.02670842409133911
13,0.024621734395623207,0.1147015392780304,0.024621734395623207,0.02587176486849785,0.11312127858400345,0.02587176486849785
14,0.024418625980615616,0.11426782608032227,0.024418625980615616,0.022549251094460487,0.10874609649181366,0.022549251094460487
15,0.02434166707098484,0.11407226324081421,0.02434166707098484,0.023441258817911148,0.10865065455436707,0.023441258817911148
16,0.024172673001885414,0.11362868547439575,0.024172673001885414,0.02542467787861824,0.11332149058580399,0.02542467787861824
17,0.024080468341708183,0.11344985663890839,0.024080468341708183,0.034116752445697784,0.13985759019851685,0.034116752445697784
18,0.023923084139823914,0.11318658292293549,0.023923084139823914,0.027231041342020035,0.11853508651256561,0.027231041342020035
19,0.023770637810230255,0.11279096454381943,0.023770637810230255,0.022522559389472008,0.10729289054870605,0.022522559389472008
20,0.023666800931096077,0.11247394979000092,0.023666800931096077,0.024506818503141403,0.11042023450136185,0.024506818503141403
